city,Year,per_capita_personal_income_dollars,personal_income_thousands_of_dollars,population_persons
"Racine, WI",2005,34231,6615221,193251
"Racine, WI",2006,36141,7008351,193915
"Racine, WI",2007,37445,7279171,194395
"Racine, WI",2008,39494,7690653,194730
"Racine, WI",2009,37621,7340929,195130
"Racine, WI",2010,38024,7430040,195406
"Racine, WI",2011,39957,7787961,194908
"Racine, WI",2012,41807,8135331,194594
"Racine, WI",2013,40843,7951327,194680
"Racine, WI",2014,42596,8297153,194786
"Racine, WI",2015,44935,8747563,194672
"Racine, WI",2016,45203,8807713,194846
"Racine, WI",2017,47418,9285649,195825
"Racine, WI",2018,49710,9760878,196357
"Raleigh, NC",2000,34370,27639196,804157
"Raleigh, NC",2001,35516,29587998,833100
"Raleigh, NC",2002,35198,30238793,859117
"Raleigh, NC",2003,35625,31468744,883333
"Raleigh, NC",2004,37021,33671370,909510
"Raleigh, NC",2005,38782,36638381,944725
"Raleigh, NC",2006,41594,41145082,989219
"Raleigh, NC",2007,43300,44793139,1034476
"Raleigh, NC",2008,44487,47919742,1077163
"Raleigh, NC",2009,41748,46343173,1110061
"Raleigh, NC",2010,42830,48714028,1137383
"Raleigh, NC",2011,43775,50873848,1162179
"Raleigh, NC",2012,45749,54343403,1187848
"Raleigh, NC",2013,45333,55012077,1213499
"Raleigh, NC",2014,47733,59246208,1241189
"Raleigh, NC",2015,50126,63714458,1271091
"Raleigh, NC",2016,51286,66869661,1303854
"Raleigh, NC",2017,52609,70193280,1334235
"Raleigh, NC",2018,56207,76531044,1361590
"Rapid City, SD",2000,26655,3015357,113124
"Rapid City, SD",2001,28387,3245311,114324
"Rapid City, SD",2002,29299,3378872,115323
"Rapid City, SD",2003,30970,3582889,115690
"Rapid City, SD",2004,32889,3868513,117624
"Rapid City, SD",2005,34535,4081670,118188
"Rapid City, SD",2006,35835,4281528,119479
"Rapid City, SD",2007,37689,4556219,120890
"Rapid City, SD",2008,38877,4784138,123059
"Rapid City, SD",2009,38278,4790864,125159
"Rapid City, SD",2010,39936,5060920,126727
"Rapid City, SD",2011,41541,5313253,127903
"Rapid City, SD",2012,42970,5589367,130075
"Rapid City, SD",2013,42077,5567592,132320
"Rapid City, SD",2014,44925,6030301,134231
"Rapid City, SD",2015,46048,6209984,134858
"Rapid City, SD",2016,46726,6375808,136450
"Rapid City, SD",2017,47916,6633745,138444
"Rapid City, SD",2018,50137,7026924,140154
"Reading, PA",2000,29564,11072945,374546
"Reading, PA",2001,30556,11534506,377487
"Reading, PA",2002,31109,11863203,381338
"Reading, PA",2003,31690,12227581,385846
"Reading, PA",2004,32419,12670894,390848
"Reading, PA",2005,33703,13344214,395933
"Reading, PA",2006,35485,14258960,401834
"Reading, PA",2007,36809,14915827,405223
"Reading, PA",2008,37674,15360917,407737
"Reading, PA",2009,36509,14965095,409904
"Reading, PA",2010,38094,15696057,412039
"Reading, PA",2011,39947,16498351,413008
"Reading, PA",2012,41624,17212314,413518
"Reading, PA",2013,41099,17011482,413915
"Reading, PA",2014,43091,17863904,414559
"Reading, PA",2015,45103,18724168,415138
"Reading, PA",2016,46142,19185253,415784
"Reading, PA",2017,47629,19885496,417511
"Reading, PA",2018,49439,20790624,420529
"Redding, CA",2000,25641,4195219,163615
"Redding, CA",2001,27711,4611269,166408
"Redding, CA",2002,28177,4795726,170198
"Redding, CA",2003,28694,4969893,173202
"Redding, CA",2004,29391,5139478,174867
"Redding, CA",2005,29928,5255837,175615
"Redding, CA",2006,31809,5603724,176166
"Redding, CA",2007,32985,5823380,176548
"Redding, CA",2008,33117,5869863,177247
"Redding, CA",2009,33083,5864920,177279
"Redding, CA",2010,34622,6137606,177274
"Redding, CA",2011,35564,6315796,177588
"Redding, CA",2012,36380,6471067,177875
"Redding, CA",2013,37184,6633514,178397
"Redding, CA",2014,39690,7098384,178844
"Redding, CA",2015,42336,7549180,178314
"Redding, CA",2016,43601,7785786,178571
"Redding, CA",2017,44808,8037785,179384
"Redding, CA",2018,46589,8372513,179709
"Reno, NV",2000,37550,12946423,344782
"Reno, NV",2001,39451,14018603,355341
"Reno, NV",2002,38480,14072418,365706
"Reno, NV",2003,39511,14844805,375713
"Reno, NV",2004,41853,16168095,386308
"Reno, NV",2005,43958,17431484,396546
"Reno, NV",2006,45527,18409530,404366
"Reno, NV",2007,45351,18717281,412724
"Reno, NV",2008,43290,18134011,418892
"Reno, NV",2009,41172,17365877,421787
"Reno, NV",2010,43530,18541496,425951
"Reno, NV",2011,45369,19413471,427901
"Reno, NV",2012,43597,18799486,431208
"Reno, NV",2013,43631,18974275,434878
"Reno, NV",2014,46204,20334744,440110
"Reno, NV",2015,50752,22652172,446329
"Reno, NV",2016,52787,23949879,453709
"Reno, NV",2017,57070,26286758,460605
"Reno, NV",2018,61900,28989976,468335
"Richmond, VA",2000,32299,33702550,1043450
"Richmond, VA",2001,34188,36077060,1055256
"Richmond, VA",2002,34569,36933508,1068409
"Richmond, VA",2003,35862,38804609,1082054
"Richmond, VA",2004,37536,41241400,1098719
"Richmond, VA",2005,39562,44166287,1116391
"Richmond, VA",2006,41660,47387089,1137479
"Richmond, VA",2007,43204,49844689,1153700
"Richmond, VA",2008,44134,51549397,1168018
"Richmond, VA",2009,41840,49343944,1179342
"Richmond, VA",2010,42934,51016738,1188246
"Richmond, VA",2011,45380,54322968,1197059
"Richmond, VA",2012,47818,57908229,1211015
"Richmond, VA",2013,47671,58280354,1222549
"Richmond, VA",2014,49719,61403386,1235006
"Richmond, VA",2015,52072,64916459,1246665
"Richmond, VA",2016,53315,67095844,1258471
"Richmond, VA",2017,55548,70521983,1269566
"Richmond, VA",2018,57124,73178594,1281053
"Riverside, CA",2000,23563,77215503,3277022
"Riverside, CA",2001,24658,83278450,3377365
"Riverside, CA",2002,25231,87978761,3486938
"Riverside, CA",2003,26269,95035435,3617771
"Riverside, CA",2004,27515,103336493,3755607
"Riverside, CA",2005,28684,111171250,3875709
"Riverside, CA",2006,30104,120011271,3986510
"Riverside, CA",2007,30860,125519679,4067344
"Riverside, CA",2008,30905,127126882,4113447
"Riverside, CA",2009,29805,124009422,4160685
"Riverside, CA",2010,30154,127926884,4242424
"Riverside, CA",2011,31658,135968619,4294897
"Riverside, CA",2012,32268,139872107,4334716
"Riverside, CA",2013,33015,144258043,4369493
"Riverside, CA",2014,34628,152895111,4415343
"Riverside, CA",2015,36563,163116137,4461227
"Riverside, CA",2016,37924,171115495,4512041
"Riverside, CA",2017,38972,177943888,4565909
"Riverside, CA",2018,40382,186261819,4612542
"Roanoke, VA",2000,27792,8023453,288699
"Roanoke, VA",2001,29398,8512024,289547
"Roanoke, VA",2002,30250,8786484,290466
"Roanoke, VA",2003,30931,9034465,292082
"Roanoke, VA",2004,32415,9521788,293745
"Roanoke, VA",2005,33372,9891518,296405
"Roanoke, VA",2006,34597,10376701,299930
"Roanoke, VA",2007,36460,11042175,302858
"Roanoke, VA",2008,37819,11557257,305596
"Roanoke, VA",2009,37051,11405016,307816
"Roanoke, VA",2010,37724,11641321,308589
"Roanoke, VA",2011,39266,12138346,309134
"Roanoke, VA",2012,41399,12853437,310479
"Roanoke, VA",2013,40624,12669598,311878
"Roanoke, VA",2014,41986,13130846,312747
"Roanoke, VA",2015,44142,13823223,313152
"Roanoke, VA",2016,44503,13913855,312647
"Roanoke, VA",2017,45414,14214104,312988
"Roanoke, VA",2018,47092,14741327,313033
"Rochester, MN",2000,30108,5587282,185573
"Rochester, MN",2001,32176,6042699,187803
"Rochester, MN",2002,33014,6293954,190646
"Rochester, MN",2003,34859,6730063,193067
"Rochester, MN",2004,35876,7006647,195300
"Rochester, MN",2005,35914,7081858,197188
"Rochester, MN",2006,37388,7468702,199763
"Rochester, MN",2007,39459,7962171,201782
"Rochester, MN",2008,40850,8340726,204181
"Rochester, MN",2009,40053,8254764,206097
"Rochester, MN",2010,42697,8847715,207222
"Rochester, MN",2011,44038,9180822,208473
"Rochester, MN",2012,46219,9685088,209547
"Rochester, MN",2013,46559,9847271,211502
"Rochester, MN",2014,47673,10138080,212659
"Rochester, MN",2015,49492,10588011,213933
"Rochester, MN",2016,50369,10887859,216163
"Rochester, MN",2017,52427,11428741,217993
"Rochester, MN",2018,54918,12071724,219814
"Rochester, NY",2000,29955,31946605,1066482
"Rochester, NY",2001,30564,32648587,1068215
"Rochester, NY",2002,30709,32869218,1070355
"Rochester, NY",2003,31203,33446743,1071918
"Rochester, NY",2004,32319,34661920,1072494
"Rochester, NY",2005,33056,35383212,1070418
"Rochester, NY",2006,34471,36897163,1070370
"Rochester, NY",2007,36220,38829020,1072040
"Rochester, NY",2008,38138,41010228,1075302
"Rochester, NY",2009,38171,41145703,1077941
"Rochester, NY",2010,39592,42758125,1079974
"Rochester, NY",2011,41428,44807052,1081557
"Rochester, NY",2012,43443,46983784,1081508
"Rochester, NY",2013,43118,46642389,1081736
"Rochester, NY",2014,44071,47600486,1080094
"Rochester, NY",2015,46374,49949372,1077092
"Rochester, NY",2016,47184,50678704,1074063
"Rochester, NY",2017,49729,53307457,1071962
"Rochester, NY",2018,51115,54775889,1071621
"Rockford, IL",2000,27641,8873797,321033
"Rockford, IL",2001,27865,9006763,323229
"Rockford, IL",2002,28366,9240233,325747
"Rockford, IL",2003,28825,9497162,329472
"Rockford, IL",2004,29375,9759312,332230
"Rockford, IL",2005,30327,10187088,335903
"Rockford, IL",2006,32312,11024758,341202
"Rockford, IL",2007,33561,11662665,347503
"Rockford, IL",2008,34101,11933145,349937
"Rockford, IL",2009,33054,11561240,349766
"Rockford, IL",2010,33884,11831811,349184
"Rockford, IL",2011,35309,12279650,347773
"Rockford, IL",2012,36386,12582901,345819
"Rockford, IL",2013,37254,12841077,344692
"Rockford, IL",2014,38609,13220046,342409
"Rockford, IL",2015,40335,13743381,340727
"Rockford, IL",2016,40657,13808710,339635
"Rockford, IL",2017,42342,14319722,338194
"Rockford, IL",2018,44029,14842571,337110
"Rocky Mount, NC",2000,24641,3527070,143139
"Rocky Mount, NC",2001,25708,3702883,144034
"Rocky Mount, NC",2002,25440,3681184,144698
"Rocky Mount, NC",2003,25980,3779745,145487
"Rocky Mount, NC",2004,27199,3979905,146326
"Rocky Mount, NC",2005,28067,4126589,147027
"Rocky Mount, NC",2006,29251,4336680,148256
"Rocky Mount, NC",2007,30456,4557608,149644
"Rocky Mount, NC",2008,31799,4806110,151138
"Rocky Mount, NC",2009,31639,4800540,151729
"Rocky Mount, NC",2010,31984,4874454,152405
"Rocky Mount, NC",2011,32836,4984119,151790
"Rocky Mount, NC",2012,34103,5144857,150862
"Rocky Mount, NC",2013,33710,5051274,149843
"Rocky Mount, NC",2014,35344,5268555,149066
"Rocky Mount, NC",2015,36521,5387946,147529
"Rocky Mount, NC",2016,36933,5437896,147236
"Rocky Mount, NC",2017,38263,5616007,146775
"Rocky Mount, NC",2018,39917,5831032,146078
"Rome, GA",2000,23972,2177540,90837
"Rome, GA",2001,25262,2303383,91181
"Rome, GA",2002,25839,2392602,92597
"Rome, GA",2003,26490,2477849,93539
"Rome, GA",2004,27851,2618412,94014
"Rome, GA",2005,27930,2634666,94332
"Rome, GA",2006,28616,2723224,95165
"Rome, GA",2007,29539,2815297,95308
"Rome, GA",2008,29922,2870175,95922
"Rome, GA",2009,29415,2835085,96383
"Rome, GA",2010,30256,2917603,96431
"Rome, GA",2011,31314,3011201,96161
"Rome, GA",2012,31938,3064146,95940
"Rome, GA",2013,32356,3102300,95880
"Rome, GA",2014,34001,3259604,95868
"Rome, GA",2015,35509,3415448,96186
"Rome, GA",2016,36137,3494409,96698
"Rome, GA",2017,37072,3614529,97500
"Rome, GA",2018,38382,3760045,97964
"Sacramento, CA",2000,31510,56968615,1807949
"Sacramento, CA",2001,33370,62279427,1866310
"Sacramento, CA",2002,33746,64910875,1923508
"Sacramento, CA",2003,34983,68935759,1970542
"Sacramento, CA",2004,36512,73341275,2008663
"Sacramento, CA",2005,37694,76702441,2034850
"Sacramento, CA",2006,39667,81630270,2057885
"Sacramento, CA",2007,40825,85006351,2082217
"Sacramento, CA",2008,41693,87902524,2108310
"Sacramento, CA",2009,40422,86205516,2132657
"Sacramento, CA",2010,41131,88581303,2153613
"Sacramento, CA",2011,43040,93524627,2172948
"Sacramento, CA",2012,44631,97754276,2190266
"Sacramento, CA",2013,45885,101428315,2210512
"Sacramento, CA",2014,48293,107965573,2235640
"Sacramento, CA",2015,51130,115713023,2263121
"Sacramento, CA",2016,52634,120612129,2291533
"Sacramento, CA",2017,54245,125826082,2319572
"Sacramento, CA",2018,56502,132323857,2341940
"Saginaw, MI",2000,25906,5437641,209899
"Saginaw, MI",2001,25812,5406495,209460
"Saginaw, MI",2002,25402,5317164,209323
"Saginaw, MI",2003,25938,5414674,208755
"Saginaw, MI",2004,26854,5598722,208489
"Saginaw, MI",2005,27064,5612153,207368
"Saginaw, MI",2006,27786,5718987,205822
"Saginaw, MI",2007,28758,5841939,203144
"Saginaw, MI",2008,29453,5948568,201966
"Saginaw, MI",2009,29235,5871478,200835
"Saginaw, MI",2010,30518,6099417,199862
"Saginaw, MI",2011,31819,6328820,198899
"Saginaw, MI",2012,32358,6418545,198363
"Saginaw, MI",2013,32986,6491489,196794
"Saginaw, MI",2014,34167,6671107,195248
"Saginaw, MI",2015,35876,6934995,193305
"Saginaw, MI",2016,36635,7052562,192507
"Saginaw, MI",2017,37203,7141643,191965
"Saginaw, MI",2018,39521,7540269,190791
"Salem, OR",2000,24996,8698944,348007
"Salem, OR",2001,25065,8812238,351581
"Salem, OR",2002,25017,8922828,356668
"Salem, OR",2003,25815,9303290,360377
"Salem, OR",2004,26562,9660786,363708
"Salem, OR",2005,27682,10188406,368046
"Salem, OR",2006,29992,11226462,374317
"Salem, OR",2007,30617,11626835,379755
"Salem, OR",2008,31951,12271686,384075
"Salem, OR",2009,31100,12076805,388323
"Salem, OR",2010,31464,12317582,391479
"Salem, OR",2011,32425,12774828,393978
"Salem, OR",2012,33301,13189643,396076
"Salem, OR",2013,33953,13513784,398015
"Salem, OR",2014,36046,14493699,402092
"Salem, OR",2015,38242,15603737,408022
"Salem, OR",2016,39521,16472930,416818
"Salem, OR",2017,41055,17417343,424242
"Salem, OR",2018,43030,18520089,430404
"Salinas, CA",2000,31815,12821009,402990
"Salinas, CA",2001,31752,12925746,407082
"Salinas, CA",2002,31983,13080454,408977
"Salinas, CA",2003,33503,13726928,409725
"Salinas, CA",2004,34663,14167773,408731
"Salinas, CA",2005,36328,14717727,405139
"Salinas, CA",2006,39755,15974961,401831
"Salinas, CA",2007,41261,16602518,402376
"Salinas, CA",2008,41023,16656082,406022
"Salinas, CA",2009,40571,16644678,410263
"Salinas, CA",2010,41462,17263664,416373
"Salinas, CA",2011,42412,17832488,420456
"Salinas, CA",2012,43930,18661045,424788
"Salinas, CA",2013,45784,19536646,426712
"Salinas, CA",2014,48529,20793265,428475
"Salinas, CA",2015,52330,22530852,430552
"Salinas, CA",2016,53484,23209395,433953
"Salinas, CA",2017,54691,23765296,434534
"Salinas, CA",2018,56634,24576499,433950
"Salisbury, MD",2000,26307,8253653,313744
"Salisbury, MD",2001,28070,8957826,319128
"Salisbury, MD",2002,28299,9198884,325063
"Salisbury, MD",2003,29718,9871112,332157
"Salisbury, MD",2004,32418,10974264,338528
"Salisbury, MD",2005,33441,11560726,345704
"Salisbury, MD",2006,34421,12179011,353828
"Salisbury, MD",2007,35518,12819032,360918
"Salisbury, MD",2008,36800,13497354,366772
"Salisbury, MD",2009,35838,13280110,370558
"Salisbury, MD",2010,36383,13636949,374821
"Salisbury, MD",2011,37950,14352434,378196
"Salisbury, MD",2012,39383,15013376,381216
"Salisbury, MD",2013,40862,15714034,384567
"Salisbury, MD",2014,42739,16615437,388766
"Salisbury, MD",2015,45679,17975862,393526
"Salisbury, MD",2016,45711,18223771,398676
"Salisbury, MD",2017,47245,19094118,404155
"Salisbury, MD",2018,48594,19923630,409999
"Salt Lake City, UT",2000,27611,26024549,942537
"Salt Lake City, UT",2001,27775,26499451,954081
"Salt Lake City, UT",2002,28236,27195061,963150
"Salt Lake City, UT",2003,28636,27818535,971454
"Salt Lake City, UT",2004,30012,29472718,982034
"Salt Lake City, UT",2005,32428,32338111,997221
"Salt Lake City, UT",2006,35658,36309406,1018281
"Salt Lake City, UT",2007,37407,38810989,1037540
"Salt Lake City, UT",2008,38066,40177190,1055462
"Salt Lake City, UT",2009,35626,38262914,1074013
"Salt Lake City, UT",2010,36047,39344828,1091478
"Salt Lake City, UT",2011,38392,42492172,1106800
"Salt Lake City, UT",2012,40607,45632457,1123748
"Salt Lake City, UT",2013,41118,46874998,1140025
"Salt Lake City, UT",2014,43016,49531185,1151447
"Salt Lake City, UT",2015,45829,53386587,1164912
"Salt Lake City, UT",2016,47392,56146787,1184721
"Salt Lake City, UT",2017,49254,59311382,1204205
"Salt Lake City, UT",2018,52150,63554301,1218681
"San Angelo, TX",2000,24112,2584729,107199
"San Angelo, TX",2001,26623,2846950,106937
"San Angelo, TX",2002,27002,2890727,107058
"San Angelo, TX",2003,28103,3015131,107287
"San Angelo, TX",2004,28420,3058918,107634
"San Angelo, TX",2005,30368,3273183,107785
"San Angelo, TX",2006,31831,3466352,108898
"San Angelo, TX",2007,33369,3651958,109441
"San Angelo, TX",2008,37778,4169904,110379
"San Angelo, TX",2009,35309,3941369,111626
"San Angelo, TX",2010,36793,4173139,113422
"San Angelo, TX",2011,38619,4422338,114513
"San Angelo, TX",2012,40513,4702390,116071
"San Angelo, TX",2013,41160,4837071,117519
"San Angelo, TX",2014,44566,5313686,119233
"San Angelo, TX",2015,43058,5183759,120390
"San Angelo, TX",2016,42135,5078794,120535
"San Angelo, TX",2017,44254,5326599,120365
"San Angelo, TX",2018,47875,5784930,120834
"San Antonio, TX",2000,26796,46089289,1720003
"San Antonio, TX",2001,27645,48326638,1748123
"San Antonio, TX",2002,27919,49811585,1784153
"San Antonio, TX",2003,29001,52662249,1815846
"San Antonio, TX",2004,29710,55188737,1857602
"San Antonio, TX",2005,31285,59326577,1896328
"San Antonio, TX",2006,33242,65034326,1956361
"San Antonio, TX",2007,34506,69410009,2011543
"San Antonio, TX",2008,36167,74550185,2061275
"San Antonio, TX",2009,34577,72808342,2105672
"San Antonio, TX",2010,35873,77233922,2153009
"San Antonio, TX",2011,38404,84254324,2193923
"San Antonio, TX",2012,39132,87538545,2236981
"San Antonio, TX",2013,39950,91085006,2280002
"San Antonio, TX",2014,42559,99115825,2328894
"San Antonio, TX",2015,43357,103156419,2379232
"San Antonio, TX",2016,43476,105483724,2426276
"San Antonio, TX",2017,45181,111692518,2472121
"San Antonio, TX",2018,47349,118958647,2512379
"San Diego, CA",2000,33821,95624636,2827366
"San Diego, CA",2001,34308,98453972,2869672
"San Diego, CA",2002,35367,102575427,2900355
"San Diego, CA",2003,37184,108381465,2914702
"San Diego, CA",2004,40073,117414237,2930007
"San Diego, CA",2005,41838,122936302,2938375
"San Diego, CA",2006,43956,129551891,2947289
"San Diego, CA",2007,44786,133272764,2975742
"San Diego, CA",2008,45131,136390559,3022116
"San Diego, CA",2009,43080,131877187,3061203
"San Diego, CA",2010,44138,136969778,3103212
"San Diego, CA",2011,46531,145975037,3137156
"San Diego, CA",2012,48315,153367801,3174335
"San Diego, CA",2013,49525,158965053,3209768
"San Diego, CA",2014,52214,169638087,3248877
"San Diego, CA",2015,54822,179862110,3280850
"San Diego, CA",2016,56506,186813359,3306089
"San Diego, CA",2017,58380,193892473,3321237
"San Diego, CA",2018,61147,203855654,3333861
"San Francisco, CA",2000,49423,204406041,4135875
"San Francisco, CA",2001,49578,206977449,4174788
"San Francisco, CA",2002,48393,201244522,4158544
"San Francisco, CA",2003,49260,204228533,4145965
"San Francisco, CA",2004,52337,216331495,4133400
"San Francisco, CA",2005,55702,230485894,4137858
"San Francisco, CA",2006,60712,251879007,4148724
"San Francisco, CA",2007,62995,263546667,4183637
"San Francisco, CA",2008,63247,268415411,4243932
"San Francisco, CA",2009,59432,255726664,4302830
"San Francisco, CA",2010,61240,266002196,4343634
"San Francisco, CA",2011,65531,288057649,4395725
"San Francisco, CA",2012,70428,313789675,4455473
"San Francisco, CA",2013,71255,322045787,4519636
"San Francisco, CA",2014,76355,350086443,4584981
"San Francisco, CA",2015,82639,384100926,4647924
"San Francisco, CA",2016,87228,408941255,4688198
"San Francisco, CA",2017,93165,439032236,4712421
"San Francisco, CA",2018,100236,473747078,4726314
"San Jose, CA",2000,53904,93724414,1738728
"San Jose, CA",2001,50648,88264965,1742726
"San Jose, CA",2002,48003,82775958,1724404
"San Jose, CA",2003,48540,83429940,1718790
"San Jose, CA",2004,50196,86236892,1718016
"San Jose, CA",2005,52754,91261494,1729959
"San Jose, CA",2006,57651,100617231,1745283
"San Jose, CA",2007,61779,109107891,1766098
"San Jose, CA",2008,60763,109082904,1795231
"San Jose, CA",2009,56474,102758008,1819573
"San Jose, CA",2010,60565,111534137,1841556
"San Jose, CA",2011,65544,122437972,1868031
"San Jose, CA",2012,71791,136004062,1894452
"San Jose, CA",2013,71988,138480357,1923664
"San Jose, CA",2014,78001,152068950,1949578
"San Jose, CA",2015,85012,167855808,1974501
"San Jose, CA",2016,91517,181898674,1987593
"San Jose, CA",2017,99176,197624722,1992674
"San Jose, CA",2018,108565,216457424,1993804
"San Luis Obispo, CA",2000,28433,7046870,247839
"San Luis Obispo, CA",2001,30522,7675246,251462
"San Luis Obispo, CA",2002,31439,7956612,253083
"San Luis Obispo, CA",2003,32533,8285424,254674
"San Luis Obispo, CA",2004,34422,8841143,256842
"San Luis Obispo, CA",2005,35687,9229260,258615
"San Luis Obispo, CA",2006,38361,9992924,260498
"San Luis Obispo, CA",2007,40258,10578699,262770
"San Luis Obispo, CA",2008,39802,10601675,266358
"San Luis Obispo, CA",2009,39055,10472516,268145
"San Luis Obispo, CA",2010,40234,10855099,269802
"San Luis Obispo, CA",2011,42698,11573567,271058
"San Luis Obispo, CA",2012,44674,12247840,274160
"San Luis Obispo, CA",2013,45968,12673213,275696
"San Luis Obispo, CA",2014,48690,13546769,278227
"San Luis Obispo, CA",2015,51804,14509065,280077
"San Luis Obispo, CA",2016,53006,14937322,281803
"San Luis Obispo, CA",2017,55580,15700229,282481
"San Luis Obispo, CA",2018,58108,16465164,283354
"Santa Cruz, CA",2000,40095,10257811,255835
"Santa Cruz, CA",2001,39737,10174561,256045
"Santa Cruz, CA",2002,39138,9961919,254531
"Santa Cruz, CA",2003,39780,10065166,253021
"Santa Cruz, CA",2004,41405,10448880,252356
"Santa Cruz, CA",2005,41886,10529273,251377
"Santa Cruz, CA",2006,44375,11165533,251616
"Santa Cruz, CA",2007,46363,11743901,253304
"Santa Cruz, CA",2008,47241,12118170,256520
"Santa Cruz, CA",2009,45478,11824714,260009
"Santa Cruz, CA",2010,48619,12794043,263147
"Santa Cruz, CA",2011,50213,13299282,264858
"Santa Cruz, CA",2012,53185,14165234,266340
"Santa Cruz, CA",2013,54062,14532865,268816
"Santa Cruz, CA",2014,56537,15313560,270861
"Santa Cruz, CA",2015,59414,16249937,273503
"Santa Cruz, CA",2016,60970,16730037,274396
"Santa Cruz, CA",2017,64731,17791731,274856
"Santa Cruz, CA",2018,68277,18697119,273841
"Santa Fe, NM",2000,32069,4159715,129713
"Santa Fe, NM",2001,33606,4404298,131057
"Santa Fe, NM",2002,34240,4572963,133555
"Santa Fe, NM",2003,34763,4700345,135213
"Santa Fe, NM",2004,36410,4965952,136391
"Santa Fe, NM",2005,38833,5343832,137610
"Santa Fe, NM",2006,42098,5842600,138786
"Santa Fe, NM",2007,44347,6217942,140210
"Santa Fe, NM",2008,45412,6435060,141704
"Santa Fe, NM",2009,43219,6189169,143205
"Santa Fe, NM",2010,43253,6250949,144522
"Santa Fe, NM",2011,45321,6609954,145847
"Santa Fe, NM",2012,47220,6928267,146722
"Santa Fe, NM",2013,47085,6943346,147465
"Santa Fe, NM",2014,50572,7473614,147782
"Santa Fe, NM",2015,51942,7692465,148098
"Santa Fe, NM",2016,54454,8100456,148758
"Santa Fe, NM",2017,55063,8231475,149491
"Santa Fe, NM",2018,58696,8790396,149761
"Santa Maria, CA",2000,33599,13439165,399990
"Santa Maria, CA",2001,33966,13693912,403164
"Santa Maria, CA",2002,33744,13672131,405178
"Santa Maria, CA",2003,35407,14404090,406810
"Santa Maria, CA",2004,39555,16110255,407284
"Santa Maria, CA",2005,41795,17055537,408079
"Santa Maria, CA",2006,45199,18445101,408085
"Santa Maria, CA",2007,46068,18945048,411243
"Santa Maria, CA",2008,45734,19018816,415859
"Santa Maria, CA",2009,44221,18588730,420356
"Santa Maria, CA",2010,45621,19354013,424231
"Santa Maria, CA",2011,48891,20800742,425453
"Santa Maria, CA",2012,51222,22010076,429699
"Santa Maria, CA",2013,50714,22040352,434601
"Santa Maria, CA",2014,53772,23608278,439045
"Santa Maria, CA",2015,57042,25225688,442229
"Santa Maria, CA",2016,57595,25591726,444340
"Santa Maria, CA",2017,59894,26670875,445298
"Santa Maria, CA",2018,63314,28224056,445780
"Santa Rosa, CA",2000,36962,17018116,460421
"Santa Rosa, CA",2001,38248,17796316,465293
"Santa Rosa, CA",2002,38282,17812588,465298
"Santa Rosa, CA",2003,38729,18066793,466489
"Santa Rosa, CA",2004,39238,18316645,466809
"Santa Rosa, CA",2005,40531,18884982,465938
"Santa Rosa, CA",2006,43439,20207180,465188
"Santa Rosa, CA",2007,44656,20870304,467356
"Santa Rosa, CA",2008,43658,20654025,473091
"Santa Rosa, CA",2009,41828,20055408,479479
"Santa Rosa, CA",2010,42971,20830579,484755
"Santa Rosa, CA",2011,45065,21965851,487421
"Santa Rosa, CA",2012,46922,22991360,489993
"Santa Rosa, CA",2013,48610,24016769,494073
"Santa Rosa, CA",2014,51550,25701006,498560
"Santa Rosa, CA",2015,55437,27766194,500863
"Santa Rosa, CA",2016,57378,28835169,502547
"Santa Rosa, CA",2017,60027,30161812,502469
"Santa Rosa, CA",2018,63397,31612355,498643
"Savannah, GA",2000,27560,8094898,293721
"Savannah, GA",2001,27905,8291596,297133
"Savannah, GA",2002,28606,8628748,301644
"Savannah, GA",2003,30044,9150868,304585
"Savannah, GA",2004,31447,9766087,310553
"Savannah, GA",2005,33203,10443331,314528
"Savannah, GA",2006,35176,11329043,322065
"Savannah, GA",2007,36750,12125262,329943
"Savannah, GA",2008,37685,12631614,335185
"Savannah, GA",2009,36499,12556411,344017
"Savannah, GA",2010,37546,13089864,348640
"Savannah, GA",2011,39529,14055837,355582
"Savannah, GA",2012,39598,14324203,361745
"Savannah, GA",2013,40000,14604110,365103
"Savannah, GA",2014,41455,15391089,371275
"Savannah, GA",2015,43155,16305295,377827
"Savannah, GA",2016,43351,16610102,383153
"Savannah, GA",2017,45103,17427373,386394
"Savannah, GA",2018,47038,18319186,389453
"Scranton, PA",2000,26851,15033050,559879
"Scranton, PA",2001,27964,15589388,557476
"Scranton, PA",2002,28449,15809433,555702
"Scranton, PA",2003,29113,16171820,555483
"Scranton, PA",2004,30472,16926939,555495
"Scranton, PA",2005,31348,17450039,556652
"Scranton, PA",2006,32589,18172262,557626
"Scranton, PA",2007,34188,19146375,560032
"Scranton, PA",2008,35595,19988038,561548
"Scranton, PA",2009,35430,19944525,562933
"Scranton, PA",2010,36497,20574826,563740
"Scranton, PA",2011,37847,21333430,563676
"Scranton, PA",2012,38678,21802967,563704
"Scranton, PA",2013,38544,21642455,561495
"Scranton, PA",2014,40000,22405645,560146
"Scranton, PA",2015,41690,23251752,557734
"Scranton, PA",2016,42880,23829375,555722
"Scranton, PA",2017,43976,24435739,555655
"Scranton, PA",2018,45993,25535827,555215
"Seattle, WA",2000,39073,119257464,3052187
"Seattle, WA",2001,39091,120906783,3092927
"Seattle, WA",2002,39245,122376966,3118302
