city_merge_name,population,year,violent_crime,property_crime,rev_total,police,education_services,education,educ_higher,educ_elem_sec,social_services,public_welfare,welfare_cash,welfare_vendors,welfare_other,correction,parks_recreation,housing_commdevt,per_capita_personal_income_dollars,personal_income_thousands_of_dollars,population_persons,total_estimate_educational_attainment_population_25_years_and_over,percent_below_poverty_level_estimate_age_65_years_and_over,"percent_below_poverty_level_estimate_worked_full-time,_year-round_in_the_past_12_months",total_estimate_age_18_to_64_years,total_estimate_employment_status_civilian_labor_force_16_years_and_over,total_estimate_population_for_whom_poverty_status_is_determined,percent_below_poverty_level_estimate_age_under_18_years,percent_below_poverty_level_estimate_population_for_whom_poverty_status_is_determined,total_estimate_sex_female,total_estimate_work_experience_population_16_years_and_over,total_estimate_mean_income_deficit_for_unrelated_individuals_(dollars),total_estimate_age_under_18_years,total_estimate_sex_male,total_estimate_age_65_years_and_over,percent_below_poverty_level_estimate_age_18_to_64_years,percent_race_one_race_asian,percent_race_one_race_black_or_african_american,percent_race_one_race_native_hawaiian_and_other_pacific_islander,percent_race_one_race_white,percent_hispanic_or_latino
"Minneapolis, MN",3491062.0,2014.0,0.002618,0.024965,7244.96,456.87,1693.21,1612.76,0.0,1612.76,1259.58,188.07,5.94,13.43,168.69,82.8,416.52,716.65,54587.0,189756502.0,3476192.0,2320123.0,6.6,2.6,2188920.0,1964762.0,3435606.0,13.6,10.3,1739227.0,2698084.0,6306.0,831706.0,1696379.0,414980.0,9.8,6.3,7.8,0.0,80.2,5.6
"Minneapolis, MN",3527776.0,2015.0,0.002852,0.023675,7101.87,511.53,1898.28,1822.24,0.0,1822.24,1257.27,185.99,6.18,13.17,166.64,83.24,412.56,612.14,56992.0,199682915.0,3503728.0,2349593.0,6.0,2.6,2198666.0,1984586.0,3464823.0,12.4,9.3,1750716.0,2724600.0,6275.0,832902.0,1714107.0,433255.0,8.8,6.4,8.0,0.0,79.9,5.7
"Minneapolis, MN",3555186.0,2016.0,0.002877,0.023156,7160.55,503.78,1956.82,1873.29,0.0,1873.29,1342.3,193.24,6.85,13.61,172.79,84.71,421.18,780.88,58194.0,205922804.0,3538527.0,2371514.0,6.5,2.8,2204873.0,1994923.0,3492271.0,11.5,8.8,1763649.0,2750135.0,6430.0,836183.0,1728622.0,451215.0,8.3,6.4,8.1,0.0,79.1,5.7
"Minneapolis, MN",3597545.0,2017.0,0.00283,0.024055,7199.7,477.88,1827.91,1735.58,0.0,1735.58,1447.49,204.97,9.14,14.05,181.78,85.31,315.74,777.92,60179.0,215180937.0,3575699.0,2415151.0,6.4,1.7,2225218.0,2033737.0,3541902.0,10.4,8.1,1786816.0,2793224.0,6719.0,843098.0,1755086.0,473586.0,7.7,6.7,8.6,0.0,78.4,5.9
"St. Louis, MO",126176.0,2010.0,0.00298,0.034959,6687.59,732.96,1519.7,1413.56,0.0,1413.56,92.09,0.0,0.0,0.0,0.0,200.82,212.5,365.97,42432.0,118383785.0,2789989.0,1857874.0,8.2,2.8,1740723.0,1477486.0,2762465.0,18.8,13.3,1427915.0,2184036.0,6126.0,661692.0,1334550.0,360050.0,12.3,2.0,18.5,0.0,76.9,2.6
"St. Louis, MO",2822879.0,2010.0,0.004974,0.031595,6687.59,732.96,1519.7,1413.56,0.0,1413.56,92.09,0.0,0.0,0.0,0.0,200.82,212.5,365.97,42432.0,118383785.0,2789989.0,1857874.0,8.2,2.8,1740723.0,1477486.0,2762465.0,18.8,13.3,1427915.0,2184036.0,6126.0,661692.0,1334550.0,360050.0,12.3,2.0,18.5,0.0,76.9,2.6
"St. Louis, MO",127813.0,2011.0,0.002754,0.037758,6756.28,772.65,1319.97,1232.46,0.0,1232.46,62.55,0.0,0.0,0.0,0.0,165.48,205.66,376.36,43926.0,122780417.0,2795155.0,1867508.0,7.1,2.9,1739370.0,1466269.0,2757578.0,19.9,13.7,1424635.0,2180931.0,6425.0,652268.0,1332943.0,365940.0,12.7,2.1,18.1,0.0,76.9,2.7
"St. Louis, MO",2824159.0,2011.0,0.004954,0.031289,6756.28,772.65,1319.97,1232.46,0.0,1232.46,62.55,0.0,0.0,0.0,0.0,165.48,205.66,376.36,43926.0,122780417.0,2795155.0,1867508.0,7.1,2.9,1739370.0,1466269.0,2757578.0,19.9,13.7,1424635.0,2180931.0,6425.0,652268.0,1332943.0,365940.0,12.7,2.1,18.1,0.0,76.9,2.7
"St. Louis, MO",127840.0,2012.0,0.003145,0.042811,5856.24,470.84,1309.05,1223.21,0.0,1223.21,131.96,0.0,0.0,0.0,0.0,170.29,203.93,382.49,46679.0,130546919.0,2796682.0,1879382.0,7.3,2.5,1735738.0,1467004.0,2760219.0,20.6,14.3,1427122.0,2191933.0,6788.0,643445.0,1333097.0,381036.0,13.5,2.2,18.1,0.0,76.5,2.7
"St. Louis, MO",2798017.0,2012.0,0.004636,0.028818,5856.24,470.84,1309.05,1223.21,0.0,1223.21,131.96,0.0,0.0,0.0,0.0,170.29,203.93,382.49,46679.0,130546919.0,2796682.0,1879382.0,7.3,2.5,1735738.0,1467004.0,2760219.0,20.6,14.3,1427122.0,2191933.0,6788.0,643445.0,1333097.0,381036.0,13.5,2.2,18.1,0.0,76.5,2.7
"St. Louis, MO",128425.0,2013.0,0.003597,0.039696,6629.92,454.65,1438.3,1348.5,0.0,1348.5,174.38,0.0,0.0,0.0,0.0,218.19,207.94,334.37,46270.0,129532524.0,2799472.0,1873785.0,7.5,2.7,1720646.0,1464777.0,2740729.0,18.7,12.9,1413014.0,2183250.0,6889.0,631737.0,1327715.0,388346.0,11.9,2.3,18.1,0.0,76.7,2.8
"St. Louis, MO",2803655.0,2013.0,0.004317,0.0267019999999999,6629.92,454.65,1438.3,1348.5,0.0,1348.5,174.38,0.0,0.0,0.0,0.0,218.19,207.94,334.37,46270.0,129532524.0,2799472.0,1873785.0,7.5,2.7,1720646.0,1464777.0,2740729.0,18.7,12.9,1413014.0,2183250.0,6889.0,631737.0,1327715.0,388346.0,11.9,2.3,18.1,0.0,76.7,2.8
"St. Louis, MO",128038.0,2014.0,0.00346,0.040012,6716.62,572.52,1351.35,1261.82,0.0,1261.82,161.27,0.0,0.0,0.0,0.0,172.37,221.74,315.11,48023.0,134629346.0,2803430.0,1888151.0,7.4,3.6,1719645.0,1443460.0,2747601.0,18.4,13.0,1421879.0,2195003.0,6731.0,626859.0,1325722.0,401097.0,12.3,2.3,18.3,0.1,76.4,2.8
"St. Louis, MO",2807175.0,2014.0,0.004298,0.024492,6716.62,572.52,1351.35,1261.82,0.0,1261.82,161.27,0.0,0.0,0.0,0.0,172.37,221.74,315.11,48023.0,134629346.0,2803430.0,1888151.0,7.4,3.6,1719645.0,1443460.0,2747601.0,18.4,13.0,1421879.0,2195003.0,6731.0,626859.0,1325722.0,401097.0,12.3,2.3,18.3,0.1,76.4,2.8
"St. Louis, MO",127510.0,2015.0,0.003843,0.040358,5889.22,583.67,1334.71,1243.64,0.0,1243.64,175.33,0.0,0.0,0.0,0.0,171.07,182.11,291.72,49707.0,139553430.0,2807503.0,1902350.0,7.4,3.8,1717329.0,1467506.0,2753441.0,17.4,12.2,1418318.0,2201123.0,6535.0,625412.0,1335123.0,410700.0,11.5,2.5,18.2,0.0,76.2,2.9
"St. Louis, MO",2811161.0,2015.0,0.00486,0.025327,5889.22,583.67,1334.71,1243.64,0.0,1243.64,175.33,0.0,0.0,0.0,0.0,171.07,182.11,291.72,49707.0,139553430.0,2807503.0,1902350.0,7.4,3.8,1717329.0,1467506.0,2753441.0,17.4,12.2,1418318.0,2201123.0,6535.0,625412.0,1335123.0,410700.0,11.5,2.5,18.2,0.0,76.2,2.9
"St. Louis, MO",126595.0,2016.0,0.004202,0.04061,5259.11,592.77,1263.5,1171.15,0.0,1171.15,183.84,0.0,0.0,0.0,0.0,170.7,189.69,279.04,51443.0,144322152.0,2805502.0,1907919.0,7.0,3.9,1705987.0,1458019.0,2748116.0,16.2,11.4,1415485.0,2202259.0,6753.0,621461.0,1332631.0,420668.0,10.7,2.5,18.2,0.0,76.1,3.0
"St. Louis, MO",126515.0,2017.0,0.00415,0.046216,6239.68,609.57,1195.21,1102.39,0.0,1102.39,182.82,0.0,0.0,0.0,0.0,174.1,155.4,316.96,52395.0,147006378.0,2805758.0,1916076.0,7.3,3.5,1695191.0,1462870.0,2745118.0,16.0,11.6,1411498.0,2205119.0,6808.0,612767.0,1333620.0,437160.0,11.2,2.6,18.2,0.0,75.6,3.0
"Gulfport, MS",238426.0,2010.0,0.002219,0.0431039999999999,11141.86,508.12,1554.24,1533.66,0.0,1533.66,5412.63,11.87,0.0,0.0,11.87,169.82,538.28,518.66,34045.0,13254712.0,389324.0,162028.0,4.8,4.7,155159.0,121633.0,245000.0,31.0,18.7,124561.0,192055.0,6113.0,59952.0,120439.0,29889.0,16.6,2.5,19.5,0.0,74.0,5.1
"Gulfport, MS",249760.0,2011.0,0.002254,0.040066,11658.37,464.57,1320.16,1296.99,0.0,1296.99,5638.19,9.66,0.0,0.0,9.66,144.82,319.76,439.83,33985.0,13381283.0,393744.0,164015.0,12.2,2.4,155402.0,119878.0,243197.0,33.6,21.8,121607.0,193305.0,6579.0,57284.0,121590.0,30511.0,19.3,2.6,19.8,0.0,74.6,4.9
"Gulfport, MS",382406.0,2013.0,0.0028369999999999,0.036249,10168.04,356.72,1518.71,1481.36,0.0,1481.36,5662.75,8.62,0.0,0.0,8.62,103.8,171.28,343.36,33971.0,13586270.0,399940.0,248784.0,10.3,3.9,232784.0,179252.0,375050.0,30.0,19.3,191578.0,294204.0,6458.0,90499.0,183472.0,51767.0,17.1,2.5,21.6,0.0,72.6,5.2
"Gulfport, MS",388848.0,2015.0,0.002333,0.037074,10061.91,347.01,1386.6,1369.94,0.0,1369.94,6339.96,10.13,0.0,0.0,10.13,82.63,118.07,290.52,34962.0,14215633.0,406604.0,256272.0,9.3,5.2,234364.0,172563.0,382294.0,29.1,20.0,195037.0,300838.0,6632.0,92173.0,187257.0,55757.0,18.9,2.6,21.4,0.0,71.2,5.5
"Gulfport, MS",393581.0,2017.0,0.002376,0.038673,10821.43,331.51,1561.28,1545.85,0.0,1545.85,6746.82,9.99,0.0,0.0,9.99,78.13,167.16,247.41,35793.0,14773702.0,412754.0,261340.0,9.6,3.9,234257.0,183896.0,388226.0,26.5,17.1,199333.0,306778.0,7248.0,93004.0,188893.0,60965.0,15.4,2.4,22.3,0.1,71.5,5.6
"Jackson, MS",546069.0,2010.0,0.004135,0.037704,3877.15,252.48,2264.93,2246.81,0.0,2246.81,44.72,11.12,0.0,0.0,11.12,110.97,154.19,52.12,35797.0,21058623.0,588272.0,341006.0,8.3,6.7,329053.0,261730.0,528393.0,26.5,17.9,277946.0,405004.0,6423.0,139392.0,250447.0,59948.0,15.9,1.2,48.1,0.0,49.2,2.1
"Jackson, MS",541099.0,2011.0,0.003972,0.036211,3815.51,250.23,2048.56,2030.29,0.0,2030.29,47.26,10.1,0.0,0.0,10.1,98.96,79.59,60.13,37762.0,22408334.0,593409.0,343300.0,10.2,3.0,333251.0,259606.0,528746.0,25.9,18.5,277882.0,408817.0,6919.0,136604.0,250864.0,58891.0,16.9,1.0,47.4,0.0,49.7,2.1
"Jackson, MS",574517.0,2012.0,0.003871,0.033266,3790.57,244.39,1817.68,1799.94,0.0,1799.94,44.08,11.69,0.0,0.0,11.69,93.21,81.99,69.76,39026.0,23243557.0,595585.0,342987.0,13.3,6.0,330806.0,263641.0,531354.0,30.2,22.2,282399.0,409217.0,6482.0,137759.0,248955.0,62789.0,20.6,1.1,48.3,0.0,48.9,2.2
"Jackson, MS",579868.0,2013.0,0.003778,0.029888,3686.7,234.01,1696.83,1678.82,0.0,1678.82,47.74,16.32,0.0,0.0,16.32,82.75,96.38,64.07,39555.0,23587358.0,596325.0,360699.0,15.2,8.8,343734.0,274684.0,557607.0,30.3,22.0,292334.0,427908.0,6611.0,144963.0,265273.0,68910.0,19.9,1.0,48.9,0.0,48.1,2.2
"Jackson, MS",577909.0,2014.0,0.003639,0.029987,3727.7,257.92,1635.85,1617.55,0.0,1617.55,71.19,15.88,0.0,0.0,15.88,91.36,94.54,62.62,40873.0,24415921.0,597357.0,363799.0,12.8,7.1,344058.0,275909.0,555375.0,25.6,18.5,292974.0,429785.0,7034.0,140879.0,262401.0,70438.0,16.8,1.1,49.1,0.0,48.0,2.3
"Jackson, MS",578246.0,2015.0,0.003594,0.026874,3945.55,266.31,1700.86,1682.05,0.0,1682.05,73.61,16.47,0.0,0.0,16.47,89.02,129.83,67.04,41443.0,24780035.0,597928.0,366691.0,11.9,5.6,341598.0,274853.0,557747.0,27.6,19.4,294435.0,430687.0,7005.0,141931.0,263312.0,74218.0,17.6,1.3,48.9,0.0,48.1,2.1
"Jackson, MS",579463.0,2017.0,0.003377,0.0244,3808.94,256.32,1679.33,1660.02,0.0,1660.02,84.06,15.52,0.0,0.0,15.52,89.51,97.56,54.44,42025.0,25187907.0,599358.0,370324.0,10.6,3.7,338976.0,280621.0,555545.0,21.8,15.4,292563.0,434031.0,7744.0,137124.0,262982.0,79445.0,14.0,1.1,49.8,0.0,47.1,2.4
"Billings, MT",157205.0,2010.0,0.002182,0.038027,3668.85,321.08,1223.07,1191.77,0.0,1191.77,261.2,9.11,0.0,1.9,7.21,78.67,109.82,165.43,38575.0,6464005.0,167571.0,105696.0,6.9,1.7,95475.0,84304.0,152832.0,20.1,13.5,77939.0,120911.0,4925.0,35673.0,74893.0,21684.0,12.5,0.8,0.5,0.0,91.4,4.5
"Billings, MT",159454.0,2011.0,0.002621,0.034624,3590.3,304.58,1226.36,1196.19,0.0,1196.19,280.38,9.22,0.0,1.54,7.68,72.47,54.8,124.6,41089.0,6944674.0,169017.0,107289.0,10.5,2.0,97677.0,86082.0,156536.0,16.1,12.8,79689.0,124491.0,4662.0,36452.0,76847.0,22407.0,12.1,0.4,0.2,0.3,90.6,4.7
"Billings, MT",162082.0,2012.0,0.0028439999999999,0.035507,3551.67,257.12,1216.63,1188.05,0.0,1188.05,263.33,8.78,0.0,1.51,7.26,70.42,45.58,105.63,44294.0,7571769.0,170942.0,107917.0,6.9,2.8,97502.0,86145.0,157398.0,16.7,12.3,80442.0,124695.0,6557.0,36533.0,76956.0,23363.0,11.9,0.9,0.4,0.0,90.3,4.8
"Billings, MT",164846.0,2013.0,0.002663,0.039983,3645.46,253.57,1323.23,1191.86,0.0,1191.86,274.74,13.09,0.0,1.46,11.63,75.09,97.03,106.25,44137.0,7651979.0,173367.0,111663.0,10.4,6.0,99238.0,85808.0,161276.0,15.8,12.9,81882.0,128475.0,5826.0,36841.0,79394.0,25197.0,12.4,0.7,0.5,0.2,90.6,5.0
"Billings, MT",167246.0,2014.0,0.003235,0.034679,3735.81,269.69,1340.95,1245.4,0.0,1245.4,279.45,9.15,0.0,2.34,6.81,75.7,74.33,97.8,46621.0,8156468.0,174952.0,111847.0,8.2,3.4,99984.0,88211.0,163310.0,15.7,12.2,82809.0,129013.0,6592.0,37983.0,80501.0,25343.0,11.8,0.6,0.6,0.1,91.9,5.0
"Billings, MT",168961.0,2015.0,0.00361,0.036943,3818.29,268.25,1560.06,1521.46,0.0,1521.46,301.72,8.85,0.0,2.32,6.53,77.53,73.0,133.89,48098.0,8482472.0,176357.0,114399.0,6.4,2.7,100344.0,88211.0,165677.0,13.5,9.6,84266.0,131084.0,5979.0,38781.0,81411.0,26552.0,8.9,0.9,0.6,0.0,91.3,5.1
"Billings, MT",170245.0,2016.0,0.003771,0.03616,3843.22,260.41,1474.51,1441.98,0.0,1441.98,289.43,8.12,0.0,2.27,5.85,81.26,75.77,135.39,47992.0,8530962.0,177759.0,114941.0,6.8,5.4,100180.0,88872.0,165754.0,5.9,7.3,82887.0,131968.0,6153.0,37851.0,82867.0,27723.0,8.0,0.6,0.5,0.0,91.5,5.3
"Billings, MT",171334.0,2017.0,0.0039689999999999,0.041766,3861.74,277.73,1359.0,1328.13,0.0,1328.13,331.47,11.8,0.0,2.2,9.6,81.06,63.49,125.91,50482.0,9054678.0,179365.0,116969.0,6.0,4.3,100050.0,92356.0,167048.0,12.7,9.7,84119.0,132591.0,6458.0,38189.0,82929.0,28809.0,9.6,0.5,0.8,0.3,90.8,5.6
"Missoula, MT",110269.0,2011.0,0.002503,0.025946,3291.01,296.7,978.75,950.74,0.0,950.74,182.06,24.55,0.0,0.0,24.55,89.14,102.51,182.18,36567.0,4031319.0,110245.0,70296.0,5.0,5.6,73750.0,63994.0,107294.0,17.6,17.4,53549.0,88499.0,5510.0,21080.0,53745.0,12464.0,19.4,1.2,0.5,0.0,93.0,2.8
"Missoula, MT",110904.0,2012.0,0.002894,0.032605,3285.24,310.84,952.02,924.25,0.0,924.25,193.3,26.88,0.0,0.0,26.88,91.53,108.03,206.08,38783.0,4306521.0,111042.0,72301.0,8.7,4.2,74251.0,63948.0,107931.0,8.8,13.8,53894.0,90052.0,5826.0,20320.0,54037.0,13360.0,16.1,1.0,0.1,0.7,92.3,2.8
"Missoula, MT",112051.0,2013.0,0.002686,0.030406,3159.5,332.47,927.61,902.73,0.0,902.73,260.73,24.61,0.0,0.0,24.61,96.64,110.53,195.84,38438.0,4301255.0,111900.0,72131.0,6.2,6.8,73030.0,63339.0,108797.0,17.2,17.9,54254.0,89346.0,6874.0,21231.0,54543.0,14536.0,20.4,1.2,0.2,0.0,91.9,2.9
"Missoula, MT",112637.0,2014.0,0.00269,0.0289959999999999,3141.14,311.15,957.2,929.98,0.0,929.98,309.85,27.87,0.0,0.0,27.87,104.5,81.73,250.4,40855.0,4608495.0,112801.0,72798.0,7.6,9.5,73380.0,63587.0,109512.0,10.3,15.4,53869.0,90516.0,6229.0,21326.0,55643.0,14806.0,18.5,0.9,0.3,0.0,92.5,3.1
"Missoula, MT",113600.0,2015.0,0.004252,0.03059,3273.49,312.47,939.22,915.5,0.0,915.5,274.57,28.48,0.0,0.0,28.48,117.33,138.3,239.85,44993.0,5134728.0,114122.0,74693.0,6.3,9.3,73803.0,62615.0,110587.0,15.4,16.0,55472.0,90805.0,6629.0,21141.0,55115.0,15643.0,18.2,1.9,0.7,0.0,91.7,3.2
"Missoula, MT",115226.0,2016.0,0.004131,0.035469,3303.71,318.62,1366.61,1342.15,0.0,1342.15,281.28,24.05,0.0,0.0,24.05,93.33,218.05,222.69,45022.0,5238224.0,116349.0,77390.0,6.9,6.4,75182.0,65953.0,113356.0,18.9,16.5,55358.0,94341.0,5970.0,21819.0,57998.0,16355.0,17.9,1.6,0.6,0.0,91.9,3.1
"Missoula, MT",117150.0,2017.0,0.00402,0.032232,3360.98,339.95,1226.61,1199.7,0.0,1199.7,328.88,25.45,0.0,0.0,25.45,104.09,289.93,225.43,48144.0,5673031.0,117834.0,78283.0,2.8,11.9,74935.0,67321.0,114893.0,17.7,15.4,57666.0,95137.0,5995.0,22477.0,57227.0,17481.0,17.6,1.6,0.1,0.2,91.5,3.2
"Charlotte, NC",1780095.0,2011.0,0.004281,0.034355,7563.89,318.52,1633.88,1602.41,147.03,1455.38,2422.12,167.8,69.0,14.73,84.07,124.74,69.24,207.03,40331.0,92005049.0,2281230.0,1162179.0,7.7,3.6,1131513.0,950367.0,1767225.0,21.4,15.7,911184.0,1354744.0,6906.0,458473.0,856041.0,177239.0,14.6,3.2,24.0,0.1,67.0,10.0
"Charlotte, NC",2329109.0,2013.0,0.004044,0.02981,8010.53,408.81,1588.05,1560.96,174.49,1386.47,2931.02,159.34,61.18,15.75,82.41,117.54,164.35,319.74,42235.0,99619040.0,2358660.0,1530055.0,9.5,2.6,1452201.0,1217770.0,2298466.0,19.8,14.8,1183638.0,1788609.0,6767.0,572324.0,1114828.0,273941.0,13.8,3.0,22.4,0.0,68.3,9.6
"Charlotte, NC",2370253.0,2014.0,0.003922,0.028221,7939.18,434.8,1604.71,1576.2,166.34,1409.86,2807.92,146.15,111.56,16.36,18.23,109.24,178.39,277.55,44225.0,106161415.0,2400483.0,1566062.0,9.0,3.8,1477420.0,1248435.0,2345650.0,21.3,15.2,1209746.0,1828714.0,6735.0,579931.0,1135904.0,288299.0,14.0,3.2,22.1,0.0,68.1,9.7
"Charlotte, NC",2524068.0,2017.0,0.004162,0.028004,8526.8,430.67,1653.29,1619.91,176.09,1443.82,3023.47,157.47,123.45,15.0,19.02,110.53,216.29,232.48,50300.0,128282947.0,2550373.0,1688225.0,8.1,3.2,1560240.0,1317601.0,2489929.0,17.2,12.1,1284787.0,1962943.0,7106.0,599313.0,1205142.0,330376.0,11.0,3.7,22.6,0.1,67.1,10.2
"Durham, NC",509834.0,2010.0,0.00427,0.037914,4632.01,318.46,1674.44,1599.29,177.46,1421.83,487.48,245.25,0.0,0.0,245.25,56.93,178.7,283.44,41046.0,23242852.0,566267.0,324259.0,8.2,3.5,316797.0,260676.0,480525.0,24.9,18.9,251782.0,383313.0,7416.0,109228.0,228743.0,54500.0,18.7,4.3,27.1,0.0,60.4,11.3
"Durham, NC",510752.0,2011.0,0.004411,0.037956,4554.97,309.2,1723.65,1681.06,156.67,1524.39,466.04,228.03,0.0,0.0,228.03,56.28,139.75,127.82,42446.0,24301260.0,572520.0,327593.0,7.1,4.6,321646.0,266111.0,490557.0,25.0,18.4,259211.0,389383.0,6813.0,112252.0,231346.0,56659.0,18.1,4.4,26.9,0.0,62.9,11.3
"Durham, NC",518062.0,2012.0,0.004274,0.034399,4427.92,380.36,1633.02,1596.92,137.51,1459.41,452.32,215.39,0.0,0.0,215.39,55.2,99.44,173.97,44030.0,25613532.0,581735.0,338680.0,8.3,1.7,324499.0,267400.0,498686.0,22.8,17.9,261698.0,396515.0,7581.0,112332.0,236988.0,61855.0,18.0,4.4,26.5,0.1,63.5,11.3
"Durham, NC",542584.0,2014.0,0.004267,0.032587,4264.43,361.04,1449.09,1413.29,120.39,1292.89,347.81,207.08,90.77,0.0,116.3,55.05,86.52,258.49,45886.0,27496715.0,599236.0,354852.0,8.2,4.0,334161.0,276241.0,517596.0,20.0,16.3,269739.0,414163.0,7629.0,114852.0,247857.0,68583.0,16.8,4.4,27.4,0.0,61.0,11.3
"Greensboro, NC",722587.0,2010.0,0.003838,0.040139,4602.09,382.32,1919.76,1878.97,225.31,1653.67,391.2,179.01,73.53,0.0,105.47,107.21,205.13,187.65,34394.0,24944816.0,725264.0,473635.0,8.2,1.8,448324.0,369028.0,707715.0,27.4,18.1,368659.0,558102.0,6474.0,167612.0,339056.0,91779.0,16.6,3.1,25.0,0.0,66.3,7.6
"Greensboro, NC",738208.0,2012.0,0.003693,0.035485,4393.83,374.6,1842.46,1811.14,213.14,1598.0,352.97,167.55,68.76,0.0,98.78,101.24,292.0,240.78,37126.0,27305455.0,735475.0,486161.0,10.3,3.3,451286.0,368378.0,718572.0,25.9,18.1,374111.0,570537.0,6686.0,166611.0,344461.0,100675.0,17.0,3.3,26.2,0.0,65.7,7.8
"Greensboro, NC",742007.0,2013.0,0.003446,0.034485,4347.22,369.11,1784.73,1752.89,226.68,1526.21,306.78,163.22,64.49,0.0,98.73,77.63,241.77,249.32,36774.0,27234702.0,740604.0,491296.0,9.5,2.6,453313.0,364421.0,722405.0,29.1,19.9,375341.0,576116.0,6486.0,165513.0,347064.0,103579.0,18.9,3.3,26.6,0.1,65.0,7.9
"Greensboro, NC",746709.0,2014.0,0.0032089999999999,0.030661,4243.33,357.65,1780.4,1744.38,271.45,1472.93,257.12,158.68,65.64,0.0,93.04,68.43,257.57,223.08,38672.0,28868290.0,746497.0,495473.0,8.8,3.9,453616.0,365280.0,728181.0,26.4,17.3,378212.0,580420.0,6756.0,167498.0,349969.0,107067.0,16.0,3.2,26.5,0.1,65.0,8.1
"Greensboro, NC",751976.0,2015.0,0.003982,0.029686,4168.89,353.84,1677.12,1644.9,187.86,1457.05,260.36,162.45,65.89,0.0,96.56,70.54,209.53,220.14,40447.0,30387253.0,751285.0,503120.0,8.6,2.2,455226.0,367670.0,733960.0,24.0,16.1,381663.0,585719.0,6481.0,167766.0,352297.0,110968.0,15.0,3.4,26.5,0.0,63.3,8.3
"Raleigh, NC",1165131.0,2010.0,0.0024259999999999,0.024426,4418.49,286.1,1731.31,1709.23,133.06,1576.17,305.4,122.04,44.45,0.0,77.6,76.27,279.66,160.69,42830.0,48714028.0,1137383.0,726117.0,6.7,1.9,719579.0,611290.0,1112035.0,17.2,12.9,568083.0,849061.0,6850.0,293354.0,543952.0,99102.0,12.0,4.3,20.2,0.0,70.2,10.2
"Raleigh, NC",1144826.0,2011.0,0.002433,0.025953,4452.99,269.84,1655.68,1634.3,160.55,1473.75,275.31,116.11,46.17,0.0,69.94,107.24,266.27,153.63,43775.0,50873848.0,1162179.0,745712.0,7.1,3.6,731540.0,617193.0,1138172.0,17.9,12.3,587514.0,868288.0,6338.0,299354.0,550658.0,107278.0,10.8,4.4,20.5,0.0,69.9,10.3
"Raleigh, NC",1175043.0,2012.0,0.00247,0.024707,4307.55,319.72,1616.37,1594.8,163.29,1431.52,264.21,115.99,12.49,0.0,103.5,81.16,331.63,204.83,45749.0,54343403.0,1187848.0,762797.0,8.0,3.4,746292.0,631325.0,1161708.0,17.5,12.7,595940.0,892082.0,6981.0,302504.0,565768.0,112912.0,11.4,4.6,20.4,0.0,70.0,10.3
"Raleigh, NC",1209877.0,2013.0,0.002193,0.022833,4268.86,301.69,1602.63,1582.45,175.6,1406.85,232.69,114.94,47.87,0.0,67.06,42.16,251.59,207.79,45333.0,55012077.0,1213499.0,782795.0,6.8,1.9,761932.0,651583.0,1185900.0,16.2,12.0,607524.0,913584.0,7075.0,303888.0,578376.0,120080.0,11.2,5.0,20.1,0.1,69.2,10.3
"Bismarck, ND",111613.0,2010.0,0.002285,0.017749,4246.98,256.72,1338.34,1291.11,0.0,1291.11,124.77,76.24,0.0,0.0,76.24,18.04,342.62,136.1,42989.0,4776622.0,111112.0,72160.0,13.1,3.4,66952.0,61751.0,106360.0,11.0,9.5,53971.0,84226.0,4950.0,24788.0,52389.0,14620.0,8.3,0.6,0.5,0.1,92.9,0.8
"Bismarck, ND",110613.0,2011.0,0.002215,0.024409,4142.57,234.72,1196.08,1160.02,0.0,1160.02,139.55,78.6,0.0,0.0,78.6,10.99,297.58,121.38,46985.0,5302988.0,112865.0,73220.0,7.5,2.3,68114.0,64424.0,107474.0,11.5,8.7,54769.0,85537.0,5943.0,24935.0,52705.0,14425.0,8.0,0.4,0.4,0.0,92.8,1.3
"Bismarck, ND",119673.0,2012.0,0.003543,0.024208,4387.18,273.62,1171.31,1136.28,0.0,1136.28,124.72,66.52,0.0,0.0,66.52,10.88,314.71,115.0,51447.0,5951371.0,115679.0,75002.0,5.8,3.4,69892.0,65638.0,110290.0,8.6,6.6,55823.0,87554.0,5911.0,25167.0,54467.0,15231.0,6.0,0.6,0.7,0.0,93.0,1.3
"Bismarck, ND",124238.0,2013.0,0.003976,0.0230359999999999,4336.27,270.34,1319.14,1283.49,0.0,1283.49,126.11,67.53,0.0,0.0,67.53,12.19,364.0,99.48,52366.0,6244114.0,119240.0,82966.0,5.3,5.3,76726.0,70987.0,121277.0,10.7,8.3,60618.0,95023.0,5472.0,28012.0,60659.0,16539.0,8.1,0.6,0.6,0.0,88.8,1.5
"Bismarck, ND",126444.0,2014.0,0.003385,0.021251,4492.0,253.31,1552.01,1519.73,0.0,1519.73,113.25,70.5,0.0,0.0,70.5,10.5,348.9,90.81,55858.0,6823362.0,122155.0,83502.0,9.1,4.9,76487.0,69025.0,121986.0,10.8,9.8,60992.0,97327.0,6223.0,28007.0,60994.0,17492.0,9.7,0.2,0.4,0.0,89.2,2.0
