city_merge_name,population,year,violent_crime,property_crime,rev_total,police,education_services,education,educ_higher,educ_elem_sec,social_services,public_welfare,welfare_cash,welfare_vendors,welfare_other,correction,parks_recreation,housing_commdevt,per_capita_personal_income_dollars,personal_income_thousands_of_dollars,population_persons,total_estimate_educational_attainment_population_25_years_and_over,percent_below_poverty_level_estimate_age_65_years_and_over,"percent_below_poverty_level_estimate_worked_full-time,_year-round_in_the_past_12_months",total_estimate_age_18_to_64_years,total_estimate_employment_status_civilian_labor_force_16_years_and_over,total_estimate_population_for_whom_poverty_status_is_determined,percent_below_poverty_level_estimate_age_under_18_years,percent_below_poverty_level_estimate_population_for_whom_poverty_status_is_determined,total_estimate_sex_female,total_estimate_work_experience_population_16_years_and_over,total_estimate_mean_income_deficit_for_unrelated_individuals_(dollars),total_estimate_age_under_18_years,total_estimate_sex_male,total_estimate_age_65_years_and_over,percent_below_poverty_level_estimate_age_18_to_64_years,percent_race_one_race_asian,percent_race_one_race_black_or_african_american,percent_race_one_race_native_hawaiian_and_other_pacific_islander,percent_race_one_race_white,percent_hispanic_or_latino
"Bakersfield, CA",862202.0,2013.0,0.005763,0.038716,6207.61,342.53,2076.12,2066.69,0.0,2066.69,1092.78,476.42,231.15,0.0,245.27,181.41,132.77,63.9,35281.0,30412531.0,862000.0,487905.0,10.9,3.7,497778.0,368410.0,831344.0,30.9,22.8,417096.0,607442.0,6665.0,251805.0,414248.0,81761.0,20.6,4.6,5.5,0.1,74.8,50.9
"Bakersfield, CA",874650.0,2014.0,0.005105,0.032336,6422.41,359.62,2107.68,2098.8,0.0,2098.8,1092.09,476.1,225.7,0.0,250.4,189.18,124.01,65.72,37407.0,32513120.0,869176.0,495770.0,13.8,7.3,503596.0,368766.0,841935.0,33.6,24.8,423189.0,616620.0,6810.0,253448.0,418746.0,84891.0,22.1,4.7,5.4,0.1,75.9,51.5
"Bakersfield, CA",882213.0,2015.0,0.0055629999999999,0.034393,6323.25,376.31,2279.79,2271.11,0.0,2271.11,1082.28,492.24,235.38,0.0,256.86,186.37,128.91,71.3,38051.0,33334249.0,876031.0,505223.0,9.9,8.9,510604.0,387140.0,852490.0,31.9,21.9,426708.0,625271.0,7569.0,254679.0,425782.0,87207.0,18.9,4.6,5.7,0.2,77.6,52.2
"Bakersfield, CA",884443.0,2016.0,0.0057979999999999,0.036825,6505.84,408.34,2467.85,2459.26,0.0,2459.26,1139.14,509.29,240.01,0.0,269.29,185.98,131.03,68.93,37789.0,33286588.0,880856.0,507773.0,12.1,6.2,508793.0,381166.0,852204.0,32.3,22.7,427040.0,623565.0,6827.0,253851.0,425164.0,89560.0,19.7,4.6,5.4,0.4,72.6,52.8
"Bakersfield, CA",891188.0,2017.0,0.005598,0.032466,6649.22,367.85,2568.89,2561.98,0.0,2561.98,760.08,461.35,237.69,0.0,223.66,156.46,129.35,94.32,38388.0,34063749.0,887356.0,519953.0,12.6,3.1,514366.0,376993.0,860951.0,29.8,21.4,431397.0,635578.0,7301.0,253300.0,429554.0,93285.0,18.9,5.1,5.4,0.2,75.4,53.4
"Fresno, CA",926736.0,2010.0,0.005369,0.042513,7214.73,432.75,2309.19,2276.08,0.0,2276.08,1025.47,653.19,262.4,26.76,364.03,174.41,128.82,208.94,31724.0,29567869.0,932039.0,537326.0,11.8,4.3,551278.0,427839.0,917306.0,38.7,26.8,462687.0,675870.0,5906.0,274931.0,454619.0,91097.0,23.4,9.5,5.1,0.1,59.2,50.4
"Fresno, CA",941388.0,2011.0,0.005494,0.043305,7086.99,413.09,2185.5,2154.29,0.0,2154.29,1022.72,646.74,264.39,25.16,357.19,158.05,70.81,194.66,33431.0,31404880.0,939406.0,546062.0,12.9,3.5,557362.0,428363.0,925726.0,35.8,25.8,466819.0,686188.0,6485.0,274009.0,458907.0,94355.0,23.1,9.6,4.9,0.2,55.3,50.9
"Fresno, CA",951648.0,2012.0,0.0053979999999999,0.044238,6209.18,407.34,2140.65,2112.33,2.97,2109.35,1392.51,562.55,230.83,0.0,331.72,155.41,61.15,166.06,34317.0,32431359.0,945045.0,551353.0,11.5,6.5,559469.0,425962.0,930872.0,40.8,28.4,470016.0,687428.0,7124.0,273863.0,460856.0,97540.0,25.3,9.8,5.2,0.1,55.7,51.2
"Fresno, CA",954305.0,2013.0,0.005101,0.038455,6832.61,388.05,2165.86,2138.5,0.0,2138.5,1519.99,547.72,230.2,0.0,317.52,159.01,62.62,160.64,35591.0,33865015.0,951514.0,559266.0,12.6,5.1,562590.0,425787.0,937990.0,42.8,28.8,472473.0,692080.0,7293.0,273888.0,465517.0,101512.0,24.9,10.0,5.1,0.2,61.8,51.6
"Fresno, CA",966353.0,2014.0,0.004706,0.033733,7856.78,372.65,2195.05,2168.0,2.93,2165.07,1686.84,555.28,222.87,0.0,332.41,159.5,57.51,177.51,37872.0,36378424.0,960567.0,571245.0,14.4,5.6,568059.0,428636.0,949344.0,38.9,27.7,479057.0,702551.0,6665.0,275309.0,470287.0,105976.0,24.8,10.0,5.2,0.3,60.5,51.9
"Fresno, CA",973630.0,2015.0,0.0053729999999999,0.034394,7336.68,391.92,2368.54,2340.63,2.97,2337.67,1889.37,583.02,236.6,0.0,346.41,166.38,72.43,160.56,40175.0,38949236.0,969488.0,581195.0,10.8,4.3,573295.0,440110.0,957746.0,36.9,25.3,482905.0,711942.0,7184.0,275247.0,474841.0,109204.0,22.5,10.2,4.8,0.2,64.6,52.4
"Fresno, CA",976874.0,2016.0,0.006125,0.03263,7191.15,377.73,2530.92,2504.12,3.45,2500.67,2057.42,644.48,271.67,0.0,372.81,157.92,61.68,148.41,41122.0,40168751.0,976830.0,590970.0,13.9,5.1,574037.0,432271.0,966379.0,37.9,25.6,486124.0,717425.0,7160.0,278306.0,480255.0,114036.0,22.0,10.4,4.9,0.1,65.4,52.8
"Fresno, CA",986951.0,2017.0,0.0058229999999999,0.030873,8582.44,449.71,2470.28,2444.68,4.12,2440.56,2053.56,445.91,0.0,0.0,445.91,44.89,54.55,124.36,41905.0,41286010.0,985238.0,599440.0,12.0,4.7,579542.0,447314.0,972580.0,28.5,21.1,490273.0,724022.0,7205.0,277289.0,482307.0,115749.0,19.4,10.4,4.7,0.2,65.6,53.2
"Los Angeles, CA",12912749.0,2010.0,0.004426,0.02277,10819.4,714.27,2319.64,2274.49,0.0,2274.49,1276.02,597.54,221.02,30.67,345.86,167.22,167.89,410.58,45050.0,578372986.0,12838417.0,8263886.0,12.0,2.9,8181579.0,6580696.0,12658588.0,22.6,16.3,6424138.0,9956842.0,6562.0,3088976.0,6234450.0,1388033.0,14.6,14.8,6.9,0.3,54.7,44.5
"Los Angeles, CA",12979653.0,2011.0,0.0040539999999999,0.022327,11611.34,634.91,2113.79,2070.43,0.0,2070.43,1259.41,591.63,230.26,26.25,335.12,154.18,157.78,441.0,47662.0,616063548.0,12925753.0,8378592.0,11.9,3.2,8251028.0,6606417.0,12755538.0,23.9,17.0,6461298.0,10062763.0,6647.0,3073848.0,6294240.0,1430662.0,15.4,14.8,6.8,0.3,56.5,44.8
"Los Angeles, CA",13064838.0,2012.0,0.00393,0.022969,8833.6,634.26,1966.59,1923.07,0.0,1923.07,1261.45,536.38,221.9,0.0,314.47,155.55,151.11,390.9,50912.0,662546329.0,13013443.0,8490976.0,12.2,3.4,8319539.0,6695202.0,12862222.0,25.0,17.6,6519079.0,10183332.0,7129.0,3050393.0,6343143.0,1492290.0,15.9,15.0,6.7,0.3,55.9,44.9
"Los Angeles, CA",13141130.0,2013.0,0.003533,0.022073,10412.29,641.66,1801.18,1756.92,0.0,1756.92,1304.19,546.69,220.16,0.0,326.54,161.99,155.27,419.34,50487.0,661248242.0,13097434.0,8622896.0,12.6,3.7,8385750.0,6751598.0,12940754.0,25.3,17.6,6557456.0,10295189.0,7094.0,3005498.0,6383298.0,1549506.0,15.8,15.2,6.7,0.3,55.8,44.9
"Los Angeles, CA",13277942.0,2014.0,0.0036889999999999,0.020504,11292.47,698.89,1790.72,1741.18,0.0,1741.18,1316.16,544.49,218.51,0.0,325.98,137.04,153.24,395.9,53450.0,703756060.0,13166609.0,8787896.0,12.6,4.3,8475102.0,6821647.0,13072846.0,24.6,17.3,6635168.0,10441944.0,7090.0,2983930.0,6437678.0,1613814.0,15.6,15.5,6.6,0.3,55.0,45.1
"Los Angeles, CA",13356776.0,2015.0,0.004319,0.023081,9857.99,750.23,1931.58,1876.67,0.0,1876.67,1328.32,563.74,221.69,0.0,342.05,147.79,168.94,383.5,56945.0,753652141.0,13234696.0,8927810.0,12.1,4.1,8522070.0,6827193.0,13151916.0,21.7,15.7,6674140.0,10544175.0,7156.0,2955332.0,6477776.0,1674514.0,14.3,15.7,6.7,0.3,54.5,45.1
"Los Angeles, CA",13350144.0,2016.0,0.0047669999999999,0.0238619999999999,9824.11,779.81,1998.09,1938.52,0.8,1937.72,1346.61,574.91,214.4,0.0,360.51,153.53,179.58,386.48,58945.0,782242474.0,13270694.0,8969313.0,12.1,3.9,8481764.0,6874309.0,13125329.0,21.2,15.0,6659481.0,10552288.0,7269.0,2925046.0,6465848.0,1718519.0,13.5,15.9,6.6,0.3,53.2,45.1
"Los Angeles, CA",13375094.0,2017.0,0.004967,0.023503,11604.78,754.39,1943.16,1886.05,0.79,1885.25,1389.0,572.26,173.91,0.0,398.35,159.13,158.89,399.15,61159.0,812074093.0,13278000.0,9074163.0,12.1,3.2,8508847.0,6938275.0,13170174.0,19.6,14.1,6680188.0,10614384.0,7582.0,2892281.0,6489986.0,1769046.0,12.6,16.2,6.6,0.3,52.0,45.2
"Modesto, CA",516479.0,2010.0,0.005173,0.04023,7566.88,380.47,2017.35,1998.85,0.0,1998.85,1064.2,638.23,6.1,107.9,524.23,123.37,107.77,195.43,32118.0,16545238.0,515145.0,310647.0,9.3,2.1,311689.0,239956.0,509261.0,29.1,19.9,257449.0,381467.0,6845.0,144750.0,251812.0,52822.0,17.4,4.8,2.7,0.7,78.2,42.1
"Modesto, CA",520501.0,2011.0,0.004772,0.036863,7775.15,342.58,1809.51,1793.15,0.0,1793.15,1040.31,619.48,6.54,102.1,510.83,111.68,118.03,175.98,33416.0,17294715.0,517560.0,314882.0,13.8,5.0,315212.0,243666.0,513309.0,33.2,23.8,258035.0,387186.0,6535.0,143931.0,255274.0,54166.0,21.3,5.4,3.0,0.7,77.5,42.6
"Modesto, CA",523330.0,2012.0,0.005494,0.042155,7091.93,324.38,1817.06,1801.64,0.0,1801.64,987.77,490.36,6.73,0.0,483.64,106.34,131.69,149.74,34624.0,18018958.0,520424.0,318790.0,10.6,2.1,314851.0,244052.0,515955.0,27.7,20.3,262326.0,390594.0,7238.0,143138.0,253629.0,57966.0,18.7,5.3,2.7,0.7,75.9,43.0
"Modesto, CA",524583.0,2013.0,0.005177,0.039151,7354.17,341.24,1781.82,1765.64,0.0,1765.64,973.46,511.61,6.91,0.0,504.7,112.05,155.66,165.53,35381.0,18520025.0,523451.0,322813.0,9.7,4.3,316395.0,250273.0,518152.0,32.6,22.1,262169.0,392199.0,6742.0,140907.0,255983.0,60850.0,19.8,5.9,2.8,0.3,72.2,43.5
"Modesto, CA",531018.0,2014.0,0.005322,0.03495,7582.9,345.48,1792.82,1776.17,0.0,1776.17,978.77,516.46,6.86,0.0,509.61,118.8,127.02,128.71,38171.0,20154943.0,528015.0,329510.0,10.8,3.4,320986.0,244227.0,526121.0,23.7,18.0,265577.0,400548.0,7077.0,142556.0,260544.0,62579.0,16.8,5.5,2.4,0.7,76.3,44.1
"Modesto, CA",535785.0,2015.0,0.0057729999999999,0.0369219999999999,7940.89,371.58,1904.09,1886.82,0.0,1886.82,1000.41,538.83,7.29,0.0,531.54,126.73,93.8,114.39,40606.0,21651651.0,533211.0,336249.0,10.3,2.5,324217.0,243377.0,532988.0,27.7,19.7,268355.0,405844.0,6794.0,143577.0,264633.0,65194.0,18.0,5.6,2.7,0.8,75.7,44.8
"Modesto, CA",539425.0,2016.0,0.00624,0.0332169999999999,7796.12,387.36,2038.43,2020.36,0.0,2020.36,1030.89,554.49,7.36,0.0,547.13,133.09,94.24,136.71,41604.0,22435251.0,539255.0,340009.0,10.1,5.7,323815.0,251373.0,536626.0,18.2,14.2,273517.0,407517.0,6878.0,145002.0,263109.0,67809.0,13.3,5.7,3.2,0.6,73.1,45.6
"Modesto, CA",545448.0,2017.0,0.00605,0.03078,8467.34,361.54,2149.01,2128.77,0.0,2128.77,1020.61,560.31,7.44,0.0,552.87,154.69,81.3,123.05,42592.0,23200411.0,544717.0,344778.0,11.9,4.4,327545.0,257198.0,543542.0,17.8,13.5,273766.0,413198.0,6682.0,146544.0,269776.0,69453.0,11.9,5.3,3.2,0.7,77.6,46.3
"Riverside, CA",4239406.0,2010.0,0.003685,0.0269459999999999,7265.71,509.2,2038.74,2008.42,0.0,2008.42,1089.93,437.95,187.21,12.46,238.28,123.28,145.7,490.62,30154.0,127926884.0,4242424.0,2529053.0,9.0,4.2,2534446.0,1963241.0,4169527.0,24.1,17.1,2111555.0,3123134.0,6746.0,1197580.0,2057972.0,437501.0,15.2,6.2,7.4,0.3,65.9,47.4
"Riverside, CA",4274518.0,2011.0,0.0035489999999999,0.028185,7141.85,470.85,1874.68,1845.6,0.0,1845.6,1065.3,412.53,185.71,11.51,215.3,117.75,157.29,387.91,31658.0,135968619.0,4294897.0,2576425.0,10.5,2.1,2576400.0,1963072.0,4220269.0,24.5,18.0,2136006.0,3175812.0,7263.0,1193784.0,2084263.0,450085.0,16.3,6.2,7.2,0.3,64.6,47.9
"Riverside, CA",4344917.0,2012.0,0.0036869999999999,0.030213,6784.85,470.01,1708.88,1679.73,0.0,1679.73,1067.26,383.3,164.76,0.0,218.54,115.72,109.16,298.65,32268.0,139872107.0,4334716.0,2617069.0,10.4,3.3,2608889.0,1957166.0,4269169.0,26.5,19.0,2160253.0,3224045.0,7588.0,1187656.0,2108916.0,472624.0,17.2,6.2,7.5,0.3,64.2,48.4
"Riverside, CA",4392057.0,2013.0,0.003333,0.027944,6678.65,462.78,1727.45,1696.5,0.0,1696.5,1161.66,372.27,164.03,0.0,208.24,123.4,138.24,178.82,33015.0,144258043.0,4369493.0,2660844.0,10.3,4.0,2629792.0,1990069.0,4298913.0,25.4,18.2,2174872.0,3263851.0,7467.0,1174353.0,2124041.0,494768.0,16.4,6.4,7.5,0.3,64.3,48.9
"Riverside, CA",4440461.0,2014.0,0.003275,0.026171,7044.61,480.78,1665.14,1635.51,0.0,1635.51,1308.91,384.93,168.84,0.0,216.09,133.83,122.43,201.27,34628.0,152895111.0,4415343.0,2720666.0,10.9,4.7,2666047.0,2012274.0,4350099.0,26.0,18.7,2206602.0,3324754.0,7433.0,1166401.0,2143497.0,517651.0,17.1,6.6,7.2,0.3,62.1,49.4
"Riverside, CA",4488836.0,2015.0,0.00378,0.027893,7912.77,491.82,1822.51,1792.4,0.0,1792.4,1673.56,410.23,175.39,0.0,234.84,138.75,133.38,165.15,36563.0,163116137.0,4461227.0,2772066.0,9.9,4.6,2685609.0,2049324.0,4385428.0,25.0,17.5,2226192.0,3363853.0,7434.0,1161078.0,2159236.0,538741.0,15.8,6.7,7.3,0.3,62.1,49.9
"Riverside, CA",4509084.0,2016.0,0.003973,0.026673,8324.43,520.32,2053.46,2021.92,0.0,2021.92,1802.08,427.15,171.71,0.0,255.44,154.43,143.17,105.0,37924.0,171115495.0,4512041.0,2817956.0,10.4,4.9,2704635.0,2060631.0,4435080.0,23.5,16.4,2249669.0,3402133.0,7397.0,1170546.0,2185411.0,559899.0,14.6,6.7,7.4,0.3,60.1,50.5
"Riverside, CA",4572004.0,2017.0,0.003833,0.024898,8217.73,489.04,2220.12,2191.69,0.0,2191.69,1877.44,413.46,161.34,0.0,252.12,151.47,113.42,55.4,38972.0,177943888.0,4565909.0,2871013.0,11.4,3.6,2737282.0,2101617.0,4479602.0,19.3,14.4,2271339.0,3451352.0,7680.0,1168154.0,2208263.0,574166.0,13.0,6.9,7.3,0.3,58.8,51.1
"Sacramento, CA",2161081.0,2010.0,0.004781,0.031066,8863.13,493.68,1808.0,1673.67,0.0,1673.67,963.49,582.04,298.6,101.06,182.38,190.27,353.73,286.79,41131.0,88581303.0,2153613.0,1375426.0,7.9,1.5,1322531.0,1056444.0,2104149.0,20.5,15.1,1079675.0,1637951.0,6093.0,526466.0,1024474.0,255152.0,14.3,11.9,7.2,0.8,67.2,20.3
"Sacramento, CA",2174392.0,2011.0,0.004202,0.028255,9214.44,448.48,1627.21,1565.16,0.0,1565.16,926.76,556.82,288.66,97.94,170.22,154.63,265.47,305.8,43040.0,93524627.0,2172948.0,1398766.0,8.3,2.5,1352552.0,1076767.0,2140541.0,21.5,16.1,1094989.0,1677011.0,6482.0,524137.0,1045552.0,263852.0,15.6,12.0,7.1,0.7,66.8,20.5
"Sacramento, CA",2196416.0,2012.0,0.004411,0.029257,7953.22,429.37,1615.75,1563.85,4.51,1559.34,890.0,404.99,245.51,0.0,159.48,153.16,191.06,245.9,44631.0,97754276.0,2190266.0,1423513.0,8.5,3.1,1360521.0,1087927.0,2164537.0,22.8,16.9,1106844.0,1704527.0,6837.0,523470.0,1057693.0,280546.0,16.4,12.6,7.1,0.7,66.4,20.6
"Sacramento, CA",2213600.0,2013.0,0.0041589999999999,0.027666,8595.96,439.07,1537.95,1486.04,0.0,1486.04,897.8,393.57,239.06,0.0,154.52,148.96,200.53,203.06,45885.0,101428315.0,2210512.0,1441827.0,9.6,2.3,1363571.0,1071792.0,2182441.0,21.9,16.6,1117629.0,1721572.0,7076.0,523247.0,1064812.0,295623.0,16.1,12.4,7.2,0.7,66.8,20.8
"Sacramento, CA",2243875.0,2014.0,0.004106,0.024749,8746.24,421.29,1615.15,1563.63,5.77,1557.85,874.45,400.25,244.28,0.0,155.97,168.12,191.07,215.97,48293.0,107965573.0,2235640.0,1471193.0,9.2,4.5,1378419.0,1080275.0,2207698.0,20.7,16.4,1133878.0,1747048.0,7002.0,521201.0,1073820.0,308078.0,16.4,13.0,7.3,0.8,65.8,21.0
"Sacramento, CA",2265532.0,2015.0,0.00445,0.025798,8414.97,439.72,1789.67,1733.83,6.16,1727.67,883.82,419.07,255.18,0.0,163.9,173.67,215.24,278.86,51130.0,115713023.0,2263121.0,1505107.0,8.8,3.3,1395595.0,1100426.0,2241728.0,19.4,15.0,1147608.0,1779191.0,7002.0,522806.0,1094120.0,323327.0,14.9,13.0,7.1,0.8,66.3,21.3
"Sacramento, CA",2318414.0,2017.0,0.003872,0.022493,9239.23,504.71,2056.62,2002.32,5.44,1996.88,880.16,437.63,242.5,0.0,195.13,170.28,190.21,177.79,54245.0,125826082.0,2319572.0,1557069.0,9.3,3.5,1422809.0,1134614.0,2291340.0,15.4,13.1,1174151.0,1824588.0,7526.0,525000.0,1117189.0,343531.0,13.2,13.1,7.0,0.9,64.2,21.7
"San Diego, CA",3075127.0,2010.0,0.003785,0.022064,6958.6,364.49,1789.78,1751.91,0.0,1751.91,610.42,409.98,149.84,46.53,213.6,106.03,182.66,418.02,44138.0,136969778.0,3103212.0,1981363.0,8.6,2.2,1952658.0,1512252.0,3011428.0,19.2,14.8,1520763.0,2382559.0,6836.0,713892.0,1490665.0,344878.0,14.3,10.8,5.0,0.4,71.6,32.1
"San Diego, CA",3131701.0,2011.0,0.003515,0.020788,7530.73,356.29,1711.4,1644.2,0.0,1644.2,566.43,398.54,143.29,57.25,198.0,96.21,183.66,425.15,46531.0,145975037.0,3137156.0,2015091.0,9.0,2.9,1986336.0,1543656.0,3060079.0,19.1,15.1,1544997.0,2428955.0,7275.0,717973.0,1515082.0,355770.0,14.8,11.0,5.0,0.4,71.3,32.5
"San Diego, CA",3169187.0,2012.0,0.003736,0.021969,6417.57,334.58,1639.48,1557.13,0.0,1557.13,567.89,321.98,134.15,0.0,187.83,103.93,197.59,417.89,48315.0,153367801.0,3174335.0,2051211.0,9.5,2.3,2007458.0,1560229.0,3098088.0,19.8,15.0,1560615.0,2463361.0,7407.0,718918.0,1537473.0,371712.0,14.3,11.5,5.1,0.5,70.4,32.7
"San Diego, CA",3206175.0,2013.0,0.003486,0.021919,6826.16,332.02,1626.33,1547.17,0.0,1547.17,566.97,314.93,131.17,0.0,183.76,106.2,177.54,297.16,49525.0,158965053.0,3209768.0,2089036.0,9.3,2.8,2025564.0,1569164.0,3129334.0,19.4,15.2,1571773.0,2495475.0,7988.0,714046.0,1557561.0,389724.0,14.9,11.2,5.1,0.5,71.4,32.9
"San Diego, CA",3256669.0,2014.0,0.0032519999999999,0.018135,7487.65,330.78,1641.64,1596.73,0.0,1596.73,571.51,378.92,157.29,0.0,221.63,114.74,160.14,289.97,52214.0,169638087.0,3248877.0,2142724.0,9.5,2.7,2055918.0,1619194.0,3183055.0,18.9,14.7,1601910.0,2547124.0,7594.0,718668.0,1581145.0,408469.0,14.2,11.6,5.0,0.4,70.9,33.2
"San Diego, CA",3301484.0,2015.0,0.003318,0.019221,6754.99,338.9,1782.81,1738.81,0.0,1738.81,549.1,352.6,147.34,0.0,205.25,120.7,168.52,354.63,54822.0,179862110.0,3280850.0,2184633.0,9.2,2.8,2079224.0,1665543.0,3222190.0,17.7,13.8,1621890.0,2583216.0,7222.0,718413.0,1600300.0,424553.0,13.4,11.7,5.1,0.4,70.8,33.4
"San Diego, CA",3317259.0,2016.0,0.0033039999999999,0.018501,6674.77,337.11,1755.87,1712.82,0.0,1712.82,612.39,367.53,152.71,0.0,214.83,116.71,199.34,309.09,56506.0,186813359.0,3306089.0,2205839.0,8.5,2.4,2077943.0,1675590.0,3233771.0,16.4,12.3,1626826.0,2594679.0,7439.0,717500.0,1606945.0,438328.0,11.7,11.7,5.0,0.4,71.9,33.5
"San Diego, CA",3350968.0,2017.0,0.003371,0.016955,7596.51,327.7,1832.06,1790.05,0.0,1790.05,491.22,277.44,116.59,0.0,160.85,120.86,216.69,310.83,58380.0,193892473.0,3321237.0,2235134.0,8.6,2.4,2091523.0,1708988.0,3256674.0,15.7,11.8,1634686.0,2618084.0,7579.0,718643.0,1621988.0,446508.0,11.2,12.1,5.0,0.4,69.7,33.9
"San Francisco, CA",4333063.0,2010.0,0.00529,0.031078,13755.36,532.99,1285.17,1177.94,0.0,1177.94,2988.28,669.06,233.28,126.86,308.93,248.1,326.04,706.76,61240.0,266002196.0,4343634.0,3006686.0,8.8,1.7,2834824.0,2360550.0,4287535.0,13.3,10.9,2180253.0,3478909.0,6331.0,912466.0,2107282.0,540245.0,10.5,23.4,8.2,0.7,55.4,21.7
"San Francisco, CA",4386357.0,2011.0,0.005083,0.030801,15834.57,499.36,1176.05,1068.05,0.0,1068.05,2899.57,609.29,265.01,129.39,214.89,220.59,315.91,685.54,65531.0,288057649.0,4395725.0,3056916.0,8.9,1.9,2860909.0,2368721.0,4327007.0,14.4,11.9,2194801.0,3516847.0,6707.0,911057.0,2132206.0,555041.0,11.7,23.4,8.3,0.7,55.3,22.0
"San Francisco, CA",4499119.0,2013.0,0.005586,0.035715,15154.6,502.03,1067.59,957.88,0.0,957.88,2944.86,569.95,212.34,146.15,211.45,212.25,343.41,715.15,71255.0,322045787.0,4519636.0,3177095.0,8.9,2.2,2928072.0,2461882.0,4451868.0,13.0,11.5,2254000.0,3633658.0,6868.0,918162.0,2197868.0,605634.0,11.5,24.1,7.9,0.7,53.2,21.9
"San Francisco, CA",4585742.0,2014.0,0.004981,0.0337,16782.64,484.38,1117.64,1005.24,0.0,1005.24,3535.19,1151.02,810.64,141.97,198.42,216.23,314.83,460.18,76355.0,350086443.0,4584981.0,3249663.0,8.6,2.3,2974504.0,2499117.0,4530675.0,12.9,10.9,2296276.0,3703903.0,6961.0,924941.0,2234399.0,631230.0,10.7,24.7,7.6,0.7,51.9,21.9
"San Francisco, CA",4654400.0,2015.0,0.004849,0.036005,13898.57,478.06,1279.39,1162.39,0.0,1162.39,4136.05,1169.05,838.08,139.92,191.04,241.69,343.48,496.31,82639.0,384100926.0,4647924.0,3313767.0,8.2,2.1,3012829.0,2535543.0,4594602.0,12.2,10.6,2327002.0,3768960.0,6876.0,925570.0,2267600.0,656203.0,10.6,25.5,7.5,0.8,50.3,21.9
"San Francisco, CA",4688840.0,2016.0,0.004777,0.033481,13885.78,511.48,1346.81,1225.01,0.0,1225.01,4589.4,1580.49,841.49,206.38,532.62,241.4,360.4,648.96,87228.0,408941255.0,4688198.0,3342424.0,9.1,1.9,3017333.0,2562733.0,4616269.0,10.4,9.2,2334249.0,3785945.0,7173.0,926605.0,2282020.0,672331.0,8.9,25.6,7.3,0.7,50.0,21.9
"San Jose, CA",1848534.0,2010.0,0.002645,0.022564,7756.17,386.31,1722.94,1653.53,0.0,1653.53,1609.24,438.35,126.03,2.38,309.93,203.85,245.62,308.37,60565.0,111534137.0,1841556.0,1225903.0,7.9,2.4,1179872.0,963669.0,1821517.0,13.5,10.6,908445.0,1426891.0,6821.0,441357.0,913072.0,200288.0,10.0,31.2,2.6,0.4,51.0,27.9
"San Jose, CA",1858506.0,2011.0,0.002561,0.02146,7870.06,365.16,1598.58,1542.19,0.0,1542.19,1535.45,417.61,127.43,2.39,287.78,190.01,189.35,251.59,65544.0,122437972.0,1868031.0,1244698.0,9.0,1.8,1190639.0,980274.0,1839321.0,12.4,10.6,917664.0,1443562.0,7069.0,442752.0,921657.0,205930.0,10.2,31.3,2.6,0.4,52.4,28.1
"San Jose, CA",1882748.0,2012.0,0.00274,0.026034,6524.24,345.84,1552.8,1499.24,0.0,1499.24,1551.44,361.92,101.84,0.0,260.08,171.1,152.05,214.75,71791.0,136004062.0,1894452.0,1268682.0,9.5,2.3,1207110.0,991166.0,1868187.0,12.7,10.8,928471.0,1468990.0,7308.0,445960.0,939716.0,215117.0,10.4,32.2,2.6,0.4,51.3,27.8
"San Jose, CA",1914750.0,2013.0,0.002498,0.023641,7148.58,297.58,1535.1,1481.89,0.0,1481.89,1603.61,365.44,94.06,0.0,271.37,175.0,158.23,184.1,71988.0,138480357.0,1923664.0,1290624.0,8.6,2.3,1221112.0,1015392.0,1891182.0,13.4,10.5,941728.0,1491395.0,7642.0,445755.0,949454.0,224315.0,9.8,32.5,2.7,0.3,48.3,27.7
"San Jose, CA",1950374.0,2014.0,0.002498,0.0224669999999999,7611.41,296.78,1483.25,1430.23,0.0,1430.23,1665.75,378.51,91.07,0.0,287.44,188.77,196.36,149.03,78001.0,152068950.0,1949578.0,1320541.0,9.3,2.3,1242022.0,1037667.0,1922770.0,9.4,8.7,957669.0,1522768.0,7323.0,447469.0,965101.0,233279.0,8.3,33.5,2.5,0.4,49.0,27.5
"San Jose, CA",1979743.0,2015.0,0.002515,0.0231669999999999,7281.94,306.39,1602.44,1547.49,0.0,1547.49,1819.62,407.51,92.76,0.0,314.76,197.67,218.63,155.61,85012.0,167855808.0,1974501.0,1342769.0,7.9,2.0,1256418.0,1046552.0,1945840.0,8.3,8.1,966477.0,1547790.0,7394.0,447482.0,979363.0,241940.0,8.0,33.9,2.4,0.5,46.4,27.3
"San Jose, CA",1991233.0,2016.0,0.002801,0.021765,7664.31,321.33,1690.75,1630.88,0.0,1630.88,2017.25,422.12,83.78,0.0,338.34,212.97,252.53,198.92,91517.0,181898674.0,1987593.0,1350234.0,9.0,2.6,1255470.0,1050484.0,1948581.0,11.2,9.4,966109.0,1551951.0,7565.0,444990.0,982472.0,248121.0,8.8,34.6,2.4,0.4,45.1,26.9
"San Jose, CA",2000325.0,2017.0,0.003088,0.022751,8389.69,325.29,1811.54,1759.51,0.0,1759.51,2023.29,448.35,75.68,0.0,372.68,225.85,231.01,200.59,99176.0,197624722.0,1992674.0,1374962.0,7.5,2.5,1269114.0,1079153.0,1968281.0,7.9,7.3,974981.0,1577433.0,7744.0,440729.0,993300.0,258438.0,7.1,35.4,2.5,0.3,44.8,26.6
